"","medal_name","medal_subname","instituted","url"
"182","Republic of Armenia: Medal for Excellent Maintenance of Public Order","<U+0540><U+0561><U+057D><U+0561><U+0580><U+0561><U+056F><U+0561><U+056F><U+0561><U+0576> <U+056F><U+0561><U+0580><U+0563><U+056B> <U+0563><U+0565><U+0580><U+0561><U+0566><U+0561><U+0576><U+0581> <U+057A><U+0561><U+0570><U+057A><U+0561><U+0576><U+0574><U+0561><U+0576> <U+0570><U+0561><U+0574><U+0561><U+0580> <U+0574><U+0565><U+0564><U+0561><U+056C>","Unknown","https://medals.org.uk/armenia/armenia010.htm"
"183","Republic of Armenia: Medal of Mkhitar Gosh","<U+0544><U+056D><U+056B><U+0569><U+0561><U+0580> <U+0533><U+0578><U+0577><U+056B> <U+0574><U+0565><U+0564><U+0561><U+056C>","26 July 1993","https://medals.org.uk/armenia/armenia011.htm"
"184","Republic of Armenia: Medal of Mkhitar Heratsi","<U+0544><U+056D><U+056B><U+0569><U+0561><U+0580> <U+0540><U+0565><U+0580><U+0561><U+0581><U+0578><U+0582> <U+0574><U+0565><U+0564><U+0561><U+056C>","26 July 1993","https://medals.org.uk/armenia/armenia012.htm"
"185","Republic of Armenia: Medal of Anania Shirakatsi","<U+0531><U+0576><U+0561><U+0576><U+056B><U+0561> <U+0547><U+056B><U+0580><U+0561><U+056F><U+0561><U+0581><U+0578><U+0582> <U+0574><U+0565><U+0564><U+0561><U+056C>","26 July 1993","https://medals.org.uk/armenia/armenia013.htm"
"186","Republic of Armenia: Medal of Movses Khorenatsi","<U+0544><U+0578><U+057E><U+057D><U+0565><U+057D> <U+053D><U+0578><U+0580><U+0565><U+0576><U+0561><U+0581><U+0578><U+0582> <U+0574><U+0565><U+0564><U+0561><U+056C>","26 July 1993","https://medals.org.uk/armenia/armenia014.htm"
"187","Republic of Armenia: Medal for Long Service in the Armed Forces","<U+0540><U+0540> <U+0566><U+056B><U+0576><U+057E><U+0561><U+056E> <U+0578><U+0582><U+056A><U+0565><U+0580><U+056B> «<U+0531><U+0576><U+0562><U+0561><U+057D><U+056B><U+0580> <U+056E><U+0561><U+057C><U+0561><U+0575><U+0578><U+0582><U+0569><U+0575><U+0561><U+0576> <U+0570><U+0561><U+0574><U+0561><U+0580>» <U+0584><U+0561><U+057C><U+0561><U+057D><U+057F><U+056B><U+0573><U+0561><U+0576> <U+0574><U+0565><U+0564><U+0561><U+056C>","13 August 2001","https://medals.org.uk/armenia/armenia015.htm"
"188","Republic of Armenia: Medal of Marshal Baghramyan","<U+0540><U+0540> <U+0566><U+056B><U+0576><U+057E><U+0561><U+056E> <U+0578><U+0582><U+056A><U+0565><U+0580><U+056B> «<U+0544><U+0561><U+0580><U+0577><U+0561><U+056C> <U+0532><U+0561><U+0572><U+0580><U+0561><U+0574><U+0575><U+0561><U+0576>» <U+0574><U+0565><U+0564><U+0561><U+056C>","11 May 1997","https://medals.org.uk/armenia/armenia016.htm"
"189","Republic of Armenia: Medal of Andranik Ozanyan","<U+0540><U+0540> <U+0566><U+056B><U+0576><U+057E><U+0561><U+056E> <U+0578><U+0582><U+056A><U+0565><U+0580><U+056B> «<U+0531><U+0576><U+0564><U+0580><U+0561><U+0576><U+056B><U+056F> <U+0555><U+0566><U+0561><U+0576><U+0575><U+0561><U+0576>» <U+0574><U+0565><U+0564><U+0561><U+056C>","20 July 2001","https://medals.org.uk/armenia/armenia017.htm"
"190","Republic of Armenia: Medal of Drastamat Kanayan","<U+0540><U+0540> <U+0566><U+056B><U+0576><U+057E><U+0561><U+056E> <U+0578><U+0582><U+056A><U+0565><U+0580><U+056B> «<U+0534><U+0580><U+0561><U+057D><U+057F><U+0561><U+0574><U+0561><U+057F> <U+053F><U+0561><U+0576><U+0561><U+0575><U+0561><U+0576>» <U+0574><U+0565><U+0564><U+0561><U+056C>","20 July 2001","https://medals.org.uk/armenia/armenia018.htm"
"191","Republic of Armenia: Medal of Garegin Nzdeh","<U+0540><U+0540> <U+0566><U+056B><U+0576><U+057E><U+0561><U+056E> <U+0578><U+0582><U+056A><U+0565><U+0580><U+056B> «<U+0533><U+0561><U+0580><U+0565><U+0563><U+056B><U+0576> <U+0546><U+056A><U+0564><U+0565><U+0570>» <U+0574><U+0565><U+0564><U+0561><U+056C>","20 July 2001","https://medals.org.uk/armenia/armenia019.htm"
"192","Republic of Armenia: Medal of Vazgen Sargsyan","<U+0540><U+0540> <U+0566><U+056B><U+0576><U+057E><U+0561><U+056E> <U+0578><U+0582><U+056A><U+0565><U+0580><U+056B> «<U+054E><U+0561><U+0566><U+0563><U+0565><U+0576> <U+054D><U+0561><U+0580><U+0563><U+057D><U+0575><U+0561><U+0576>» <U+0574><U+0565><U+0564><U+0561><U+056C>","12 September 2002","https://medals.org.uk/armenia/armenia020.htm"
"193","Republic of Armenia: Medal of Nelson Stepanyan","<U+0540><U+0540> <U+0566><U+056B><U+0576><U+057E><U+0561><U+056E> <U+0578><U+0582><U+056A><U+0565><U+0580><U+056B> ""<U+0546><U+0565><U+056C><U+057D><U+0578><U+0576> <U+054D><U+057F><U+0565><U+0583><U+0561><U+0576><U+0575><U+0561><U+0576>"" <U+0574><U+0565><U+0564><U+0561><U+056C>","27 July 2010","https://medals.org.uk/armenia/armenia021.htm"
"194","Republic of Armenia: Medal of Admiral Isakov","<U+0540><U+0540> <U+0566><U+056B><U+0576><U+057E><U+0561><U+056E> <U+0578><U+0582><U+056A><U+0565><U+0580><U+056B> ""<U+053E><U+0578><U+057E><U+0561><U+056F><U+0561><U+056C> <U+053B><U+057D><U+0561><U+056F><U+0578><U+057E>"" <U+0574><U+0565><U+0564><U+0561><U+056C>","27 August 2004","https://medals.org.uk/armenia/armenia022.htm"
"195","Republic of Armenia: Medal for Military Duty","<U+0540><U+0540> <U+0566><U+056B><U+0576><U+057E><U+0561><U+056E> <U+0578><U+0582><U+056A><U+0565><U+0580><U+056B> ""<U+0544><U+0561><U+0580><U+057F><U+0561><U+056F><U+0561><U+0576> <U+0570><U+0565><U+0580><U+0569><U+0561><U+057A><U+0561><U+0570><U+0578><U+0582><U+0569><U+0575><U+0561><U+0576> <U+0570><U+0561><U+0574><U+0561><U+0580>"" <U+0574><U+0565><U+0564><U+0561><U+056C>","27 July 2010","https://medals.org.uk/armenia/armenia023.htm"
"196",NA,NA,NA,NA
"197","Australia: Victoria Cross",NA,"UK 1856, became part of Australian Honours System 15 January 1991","https://medals.org.uk/australia/australia001.htm"
"198","Australia: The Cross of Valour",NA,"14 February 1975","https://medals.org.uk/australia/australia002.htm"
"199","Australia: Order of Australia",NA,"14 February 1975","https://medals.org.uk/australia/australia004.htm"
"200","Australia: Star of Gallantry",NA,"15 January 1991","https://medals.org.uk/australia/australia017.htm"
"201","Australia: Star of Courage",NA,"14 February 1975","https://medals.org.uk/australia/australia018.htm"
"202","Australia: Distinguished Service Cross",NA,"15 January 1991","https://medals.org.uk/australia/australia006.htm"
"203","Australia: Conspicuous Service Cross",NA,"18 October 1989","https://medals.org.uk/australia/australia007.htm"
"204","Australia: Nursing Service Cross",NA,"18 October 1989","https://medals.org.uk/australia/australia022.htm"
"205","Australia: Medal for Gallantry",NA,"15 January 1991","https://medals.org.uk/australia/australia020.htm"
"206","Australia: Bravery Medal",NA,"14 February 1975","https://medals.org.uk/australia/australia019.htm"
"207","Australia: Distinguished Service Medal",NA,"15 January 1991","https://medals.org.uk/australia/australia021.htm"
"208","Australia: Public Service Medal",NA,"18 October 1989","https://medals.org.uk/australia/australia024.htm"
"209","Australia: Australian Police Medal",NA,"3 March 1986","https://medals.org.uk/australia/australia008.htm"
"210","Australia: Australian Fire Service Medal",NA,"12 April 1988","https://medals.org.uk/australia/australia025.htm"
"211","Australia: Ambulance Service Medal",NA,"7 July 1999","https://medals.org.uk/australia/australia039.htm"
"212","Australia: Emergency Services Medal",NA,"7 July 1999","https://medals.org.uk/australia/australia040.htm"
"213","Australia: Conspicuous Service Medal",NA,"18 October 1989","https://medals.org.uk/australia/australia023.htm"
"214","Australia: Australian Antarctic Medal",NA,"2 June 1987","https://medals.org.uk/australia/australia026.htm"
"215","Australia: Commendation for Gallantry",NA,"15 January 1991","https://medals.org.uk/australia/australia044.htm"
"216","Australia: Commendation for Brave Conduct",NA,"14 February 1975","https://medals.org.uk/australia/australia045.htm"
"217","Australia: Commendation for Distinguished Service",NA,"15 January 1991","https://medals.org.uk/australia/australia009.htm"
"218","Australia: Queen's South Africa Medal",NA,"1900.","https://medals.org.uk/australia/australia058.htm"
"219","Australia: Naval General Service Medal 1918-1962",NA,"1915","https://medals.org.uk/australia/australia056.htm"
"220","Australia: 1939-1945 Star",NA,"8 July 1943 (as 1939-1943 Star, a ribbon-only award)","https://medals.org.uk/australia/australia062.htm"
"221","Australia: Service Medal 1939-1945",NA,"30 November 1949","https://medals.org.uk/australia/australia010.htm"
"222","Australia: Australian Active Service Medal 1945-1975",NA,"11 December 1997","https://medals.org.uk/australia/australia028.htm"
"223","Australia: Korea Medal",NA,"July 1951","https://medals.org.uk/australia/australia060.htm"
"224","Australia: Vietnam Medal",NA,"8 June 1968","https://medals.org.uk/australia/australia029.htm"
"225","Australia: Vietnam Logistic and Support Medal",NA,"24 February 1993","https://medals.org.uk/australia/australia030.htm"
"226","Australia: Australian Active Service Medal",NA,"13 September 1988","https://medals.org.uk/australia/australia012.htm"
"227","Australia: International Force East Timor Medal",NA,"25 March 2000","https://medals.org.uk/australia/australia038.htm"
"228","Australia: Afghanistan Medal",NA,"30 September 2004","https://medals.org.uk/australia/australia047.htm"
"229","Australia: Iraq Medal",NA,"25 April 2004","https://medals.org.uk/australia/australia046.htm"
"230","Australia: Australian Service Medal 1945-75",NA,"13 September 1988","https://medals.org.uk/australia/australia011.htm"
"231","Australia: Australian General Service Medal for Korea",NA,"24 November 2009","https://medals.org.uk/australia/australia054.htm"
"232","Australia: Australian Service Medal",NA,"13 September 1988","https://medals.org.uk/australia/australia031.htm"
"233","Australia: Australian Operational Service Medal (Border Protection)",NA,"22 May 2012","https://medals.org.uk/australia/australia049.htm"
"234","Australia: Australian Operational Service Medal (Greater Middle East Operation)",NA,"22 May 2012","https://medals.org.uk/australia/australia050.htm"
"235","Australia: Australian Operational Service Medal (Special Operations)",NA,"22 May 2012","https://medals.org.uk/australia/australia048.htm"
"236","Australia: Australian Operational Service Medal (Civilian)",NA,"22 May 2012","https://medals.org.uk/australia/australia051.htm"
"237","Australia: Rhodesia Medal",NA,"August 1980.","https://medals.org.uk/australia/australia059.htm"
"238","Australia: Police Overseas Service Medal",NA,"25 April 1991","https://medals.org.uk/australia/australia032.htm"
"239","Australia: Humanitarian Overseas Service Medal",NA,"16 April 1999.","https://medals.org.uk/australia/australia052.htm"
"240","Australia: National Emergency Medal",NA,"23 October 2011","https://medals.org.uk/australia/australia053.htm"
"241","Australia: Civilian Service Medal 1939-1945",NA,"25 November 1994","https://medals.org.uk/australia/australia027.htm"
"242","Australia: 80th Anniversary Armistice Remembrance Medal",NA,"27 January 1999","https://medals.org.uk/australia/australia036.htm"
"243","Australia: Australian Sports Medal",NA,"23 December 1999","https://medals.org.uk/australia/australia037.htm"
"244","Australia: Centenary Medal",NA,"14 February 2001","https://medals.org.uk/australia/australia061.htm"
"245","Australia: Defence Force Service Medal",NA,"20 April 1982.Dicontinued: 20 April 1999, being replaced by the Defence Long Service Medal","https://medals.org.uk/australia/australia013.htm"
"246","Australia: Reserve Force Decoration",NA,"20 April 1982.Discontinued: 20 April 1999, being replaced by the Defence Long Service Medal","https://medals.org.uk/australia/australia033.htm"
"247","Australia: Reserve Force Medal",NA,"20 April 1982.Discontinued: 20 April 1999, being replaced by the Defence Long Service Medal","https://medals.org.uk/australia/australia034.htm"
"248","Australia: Defence Long Service Medal",NA,"16 May 1998, replacing the Defence Force Service Medal, Reserve Force Decoration, and Reserve Force Medal","https://medals.org.uk/australia/australia055.htm"
"249","Australia: National Medal",NA,"14 February 1975","https://medals.org.uk/australia/australia014.htm"
"250","Australia: Australian Defence Medal",NA,"20 March 2006","https://medals.org.uk/australia/australia057.htm"
"251","Australia: Australian Cadet Forces Service Medal",NA,"December 1999","https://medals.org.uk/australia/australia042.htm"
"252","Australia: Champion Shots Medal",NA,"13 September 1988","https://medals.org.uk/australia/australia035.htm"
"253","Australia: Anniversary of National Service 1951-1972 Medal",NA,"6 December 2001","https://medals.org.uk/australia/australia043.htm"
"254","Australia: Unit Citation for Gallantry",NA,"15 January 1991","https://medals.org.uk/australia/australia015.htm"
"255","Australia: Meritorious Unit Citation",NA,"15 January 1991","https://medals.org.uk/australia/australia063.htm"
"256","Australia: Group Citation for Bravery",NA,"14 February 1975","https://medals.org.uk/australia/australia064.htm"
"257","Australia: G20 Citation",NA,"2017","https://medals.org.uk/australia/australia065.htm"
"258","Australia: Commonwealth Games Citation",NA,"2017","https://medals.org.uk/australia/australia066.htm"
"259","Republic of Austria: Honour Badge for Merit of the Republic of Austria","Ehrenzeichen für Verdienste um die Republik Österreich","2 April 1952 by the National Council","https://medals.org.uk/austria/austria-republic/austria-republic001.htm"
"260","Republic of Austria: Decoration of Honour for Science and the Arts","Österreichisches Ehrenzeichen für Wissenschaft und Kunst","25 May 1955","https://medals.org.uk/austria/austria-republic/austria-republic003.htm"
"261","Republic of Austria: Decoration for Military Merit","Militärverdienstzeichen","13 November 1989","https://medals.org.uk/austria/austria-republic/austria-republic015.htm"
"262","Republic of Austria: Cross of Honour for Science and Art","Österreichisches Ehrenkreuz für Wissenschaft und Kunst","25 May 1955","https://medals.org.uk/austria/austria-republic/austria-republic004.htm"
"263","Republic of Austria: Honour Medal for Contributions to the Liberation of Austria 1946","Ehrenzeichen für die Verdienste um die Befreiung Österreichs","27 January 1976","https://medals.org.uk/austria/austria-republic/austria-republic016.htm"
"264","Republic of Austria: Lifesaving Medal","Medaille am roten Bande für Verdienste um die Republik Österreich (Lebensrettermedaille)","18 June 1957 as Silver and Gold Medals, since 15 February 1968 only awarded in Gold","https://medals.org.uk/austria/austria-republic/austria-republic017.htm"
"265","Republic of Austria: Gold Medal of Merit of the Republic of Austria","Goldene Medaille für Verdienste um die Republik Österreich","2 April 1952","https://medals.org.uk/austria/austria-republic/austria-republic018.htm"
"266","Republic of Austria: Silver Medal of Merit of the Republic of Austria","Silberne Medaille für Verdienste um die Republik Österreich","2 April 1952","https://medals.org.uk/austria/austria-republic/austria-republic019.htm"
"267","Republic of Austria: Bronze Medal of Merit of the Republic of Austria","Bronzene Medaille für Verdienste um die Republik Österreich","2 April 1952","https://medals.org.uk/austria/austria-republic/austria-republic020.htm"
"268","Republic of Austria: Olympic Medal 1964","Österreichische Olympiamedaille 1964","1964","https://medals.org.uk/austria/austria-republic/austria-republic010.htm"
"269","Republic of Austria: Olympic Medal 1976","Österreichische Olympiamedaille 1976","1976","https://medals.org.uk/austria/austria-republic/austria-republic011.htm"
"270","Republic of Austria: Mines Decoration","Grubenwehrehrenzeichen","24 February 1954","https://medals.org.uk/austria/austria-republic/austria-republic021.htm"
"271","Republic of Austria: Military Recognition Medal","Militäranerkennungsmedaille","24 July 2006","https://medals.org.uk/austria/austria-republic/austria-republic028.htm"
"272","Republic of Austria: Wound Medal","Verwundetenmedaille","11 June 1975","https://medals.org.uk/austria/austria-republic/austria-republic014.htm"
"273","Republic of Austria: Wound Medal for Law Enforcement","Verwundetenmedaille für Angehörige des Bundesministeriums für Inneres","Unknown","https://medals.org.uk/austria/austria-republic/austria-republic050.htm"
"274","Republic of Austria: Armed Forces Operations Medal for Military Defence","Einsatzmedaille gem §2 Abs.1 lit. a WG militärische Landesverteidigung","2001","https://medals.org.uk/austria/austria-republic/austria-republic012.htm"
"275","Republic of Austria: Armed Forces Operations Medal for Operations Abroad","Einsatzmedaille gem §2 Abs.1 lit. d WG Einsätze im Ausland","2001","https://medals.org.uk/austria/austria-republic/austria-republic026.htm"
